,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
8029,14th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,94,,2,4,2010,23.2232877,72.6492267,5.86e-05,5.0,314.24333340000004
8030,14th week,Assam,Nalbari,Malaria,5,2.0,23,3,2010,26.42386165,91.45122755,0.003936544618,5.0,300.332
8031,14th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,17,,24,3,2010,12.7948109,79.0006411,0.0002419117117,7.0,311.24
8032,14th week,Assam,Karbi Anglong,Malaria,427,1.0,29,3,2010,26.0,93.5,1.82554417,,301.40000000000003
8033,14th week,Karnataka,Hassan,Acute Diarrhoeal Disease,85,,31,3,2010,13.0070817,76.0992703,0.01862863913,7.0,311.37
8034,14th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,56,,3,4,2010,22.06217445,87.83672383,0.01595741024,13.0,305.748
8035,15th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,14,,3,4,2010,13.1601048,79.15555062,0.05093987381,7.0,310.872
8036,15th week,Kerala,Kottayam,Dengue,7,1.0,9,4,2010,9.6287383,76.64553257,0.6537017864,32.0,304.4866666
8037,15th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,29,,5,4,2010,12.22721295,79.07015555,0.008206570204,7.0,312.01
8038,15th week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,23,,13,4,2010,29.29478295,79.41548094,0.000198828127,20.0,305.8366666
8039,15th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,7,2.0,1,4,2010,20.84288265,75.52612464,5.42e-05,5.0,317.69
8040,15th week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,12,,28,3,2010,9.5208936,77.8784564,0.0009794524482,5.0,316.2266666
8041,15th week,West Bengal,Dinajpur,Acute Diarrhoeal Disease,27,,9,4,2010,25.8707958,87.96259728,0.0001169802441,6.0,308.95
8042,15th week,West Bengal,Purba Medinipur,Acute Diarrhoeal Disease,56,,3,4,2010,22.06217445,87.83672383,0.01595741024,13.0,305.748
8043,16th week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,21,1.0,14,4,2010,16.7434538,77.9923191,0.005087815953,,315.46
8044,16th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,26,,19,4,2010,15.6589741,79.47164373,0.01063122106,6.0,315.796
8045,16th week,Maharashtra,Beed,Acute Diarrhoeal Disease,29,,16,4,2010,18.9918442,75.909784,0.0001504429846,4.0,322.128
8046,16th week,Maharashtra,Beed,Dengue,22,,13,4,2010,18.9918442,75.909784,0.002298408724,4.0,318.728
8047,16th week,Karnataka,Bangalore,Acute Diarrhoeal Disease,79,1.0,12,4,2010,12.9767936,77.590082,0.002262508157,6.0,314.1766666
8048,16th week,Karnataka,Belgaum,Chikungunya,55,,15,4,2010,15.8572666,74.5069343,0.07287030204,,314.62333340000004
8049,16th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,52,,15,4,2010,15.8572666,74.5069343,0.07287030204,,314.62333340000004
8050,16th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,38,,17,4,2010,11.9415377,79.4861469,0.00244840763,8.0,308.28400000000005
8051,16th week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,19,,16,4,2010,10.3303299,78.06739791,0.01524021493,9.0,313.04
8052,16th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,145,,16,4,2010,24.1745993,88.2721335,0.0753457464,8.0,307.2033334
8053,16th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,148,,17,4,2010,22.9052114,88.3760639,0.00181662063,11.0,303.908
8054,16th week,Assam,Sonitpur,Malaria,30,1.0,31,3,2010,26.76777075,92.70140886,2.111464271,9.0,298.53000000000003
8055,16th week,Rajasthan,Jaipur,Chikungunya,30,,28,3,2010,26.9154576,75.8189817,4.38e-05,3.0,317.74333340000004
8056,16th week,Kerala,Kottayam,Dengue,10,1.0,9,4,2010,9.6287383,76.64553257,0.6537017864,32.0,304.4866666
8057,16th week,West Bengal,Howrah,Acute Diarrhoeal Disease,121,,12,4,2010,22.5736296,88.3251045,0.0001091301774,12.0,304.8966666
8058,17th week,Telangana,Warangal,Acute Diarrhoeal Disease,30,,21,4,2010,17.9820644,79.5970954,0.01763627921,4.0,316.37333340000004
8059,17th week,Kerala,Kottayam,Acute Diarrhoeal Disease,25,,20,4,2010,9.6287383,76.64553257,0.4757241263,31.0,302.648
8060,17th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,36,,22,4,2010,17.2826079,73.4569787,0.01240320211,,310.06333340000003
8061,17th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,12,,20,4,2010,11.9415377,79.4861469,0.01903197394,8.0,309.30400000000003
8062,17th week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,35,1.0,26,4,2010,12.5188835,78.2206536,0.04607911174,7.0,309.46
8063,17th week,Tamil Nadu,Trichy,Acute Diarrhoeal Disease,53,,27,4,2010,10.7992254,78.6811423,0.02047602677,5.0,313.54
8064,17th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,17,,27,4,2010,11.2287716,78.81825555,0.02047602677,5.0,313.54
8065,17th week,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,43,1.0,20,4,2010,26.8420098,80.94785711,0.0001121594501,4.0,311.7333334
8066,17th week,Uttar Pradesh,Bulandshahar,Acute Diarrhoeal Disease,518,4.0,20,4,2010,28.5246712,77.5996529,0.01219871481,3.0,315.86
8067,17th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,42,,15,4,2010,26.4733048,88.67886686,0.110891772,,297.052
8068,17th week,Kerala,Kottayam,Dengue,14,1.0,9,4,2010,9.6287383,76.64553257,0.6537017864,32.0,304.4866666
8069,18th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,30,,27,4,2010,13.1601048,79.15555062,0.007357521231,7.0,309.85200000000003
8070,18th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,57,,4,5,2010,23.06016515,72.58063822,0.002044044618,4.0,318.5066666
8071,18th week,Gujarat,Navsari,Acute Diarrhoeal Disease,99,,1,5,2010,20.952407,72.9323831,5.82e-05,,317.99333340000004
8072,18th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,21,,3,5,2010,22.2973142,73.1942567,0.0001021245957,5.0,320.4366666
8073,18th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,10,,1,5,2010,13.6102243,77.5127721,0.07828007667,,307.86
8074,18th week,Maharashtra,Akola,Acute Diarrhoeal Disease,26,1.0,30,4,2010,20.76181225,77.19211567,0.001634605437,,327.728
8075,18th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,17,,29,4,2010,21.75,86.5,0.2415507583,10.0,309.3333334
8076,18th week,Tamil Nadu,Sivaganga,Acute Diarrhoeal Disease,13,,28,4,2010,9.851231,78.53047155,0.09213108734,4.0,317.03000000000003
8077,18th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,14,1.0,5,5,2010,26.65573395,79.51504701,0.09098014692,3.0,312.188
8078,18th week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,13,1.0,27,4,2010,22.2788943,87.92227864,0.04071258185,7.0,305.7133334
8079,18th week,Karnataka,Udupi,Malaria,50,,20,4,2010,13.3419169,74.7473232,0.1042272265,17.0,306.12
8080,18th week,Karnataka,Udupi,Acute Diarrhoeal Disease,75,,10,4,2010,13.3419169,74.7473232,0.01009190441,17.0,306.384
8081,18th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,18,,18,4,2010,13.6102243,77.5127721,0.03988783414,6.0,310.488
8082,18th week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,20,,19,4,2010,27.1096669,81.91832912,0.03583704675,4.0,310.02
8083,18th week,Kerala,Kottayam,Dengue,32,1.0,9,4,2010,9.6287383,76.64553257,0.6537017864,32.0,304.4866666
8084,18th week,Karnataka,Hassan,Acute Diarrhoeal Disease,66,,4,5,2010,13.0070817,76.0992703,0.3146846095,9.0,305.695
8085,18th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,52,,23,4,2010,26.4733048,88.67886686,0.4002448055,,294.2
8086,19th week,Telangana,Nalgonda,Acute Diarrhoeal Disease,52,,8,5,2010,16.8579636,79.21749353,0.01125191925,,311.344
8087,19th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,13,,1,5,2010,15.6589741,79.47164373,0.01731948379,,312.48
8088,19th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,45,,1,5,2010,16.2915189,80.4541588,0.008228921511,,310.272
8089,19th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,17,,10,5,2010,14.4752936,78.8216861,0.01198671829,5.0,314.276
8090,19th week,Gujarat,Panchmahal,Cholera,6,,12,5,2010,22.7748893,73.620404,3e-05,3.0,324.7
8091,19th week,Karnataka,Bijapur,Acute Diarrhoeal Disease,10,,4,5,2010,16.8269911,75.7175387,0.1412039097,4.0,317.1466666
8092,19th week,Karnataka,Kolar,Dengue,12,,30,4,2010,13.1367201,78.1337246,0.01115520086,,309.0866666
8093,19th week,Karnataka,Mandya,Acute Diarrhoeal Disease,24,,7,5,2010,12.5238888,76.8961961,0.1862156877,11.0,305.05333340000004
8094,19th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,20,,8,5,2010,14.2266443,76.4005122,0.03679994976,,310.8966666
8095,19th week,Rajasthan,Dungarpur,Malaria,41,,30,5,2010,23.666667,73.75,0.0003296468491,3.0,314.1
8096,19th week,Tamil Nadu,Krishnagiri,Acute Diarrhoeal Disease,24,,4,5,2010,12.5188835,78.2206536,0.1981429391,9.0,309.585
8097,19th week,Tamil Nadu,Salem,Cholera,82,,3,5,2010,11.0600516,77.0679581,0.1925171839,8.0,310.8666666
8098,19th week,Tamil Nadu,Theni,Cholera,23,,12,5,2010,9.9696643,77.47420049,0.06652695286,6.0,315.7333334
8099,19th week,Uttar Pradesh,Aligarh,Acute Diarrhoeal Disease,14,2.0,21,5,2010,27.833333,78.166667,0.0007197108288,4.0,316.39
8100,19th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,12,,23,4,2010,14.4661266,75.9206361,0.03900964172,,312.588
8101,19th week,Karnataka,Mysore,Cholera,5,,23,4,2010,12.3051828,76.6553609,0.3193126372,,308.40500000000003
8102,19th week,Karnataka,Koppal,Acute Diarrhoeal Disease,23,,5,4,2010,15.3484144,76.1547421,0.000883984936,7.0,314.3166666
8103,19th week,Karnataka,Koppal,Dengue,10,,29,4,2010,15.3484144,76.1547421,0.0272466878,4.0,316.13599999999997
8104,19th week,Karnataka,Tumkur,Chikungunya,63,,26,4,2010,13.3400771,77.1006208,0.1481715215,8.0,309.884
8105,19th week,Kerala,Thiruvananthapuram,Malaria,37,,6,4,2010,8.4882267,76.947551,0.8458228073,,303.708
8106,19th week,Maharashtra,Nanded,Acute Diarrhoeal Disease,18,,5,5,2010,19.09400875,77.48319215,0.039374373,3.0,320.725
8107,19th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,27,,26,4,2010,11.7564329,79.7634644,0.001728863208,7.0,309.095
8108,19th week,West Bengal,Nadia,Acute Diarrhoeal Disease,76,,10,5,2010,23.48454125,88.55676307,0.384021325,9.0,305.59200000000004
8109,19th week,Karnataka,Hassan,Acute Diarrhoeal Disease,104,,4,5,2010,13.0070817,76.0992703,0.3146846095,9.0,305.695
8110,19th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,66,,15,4,2010,26.4733048,88.67886686,0.110891772,,297.052
8111,20th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,18,,10,5,2010,14.4752936,78.8216861,0.01198671829,5.0,314.276
8112,20th week,Telangana,Rangareddy,Acute Diarrhoeal Disease,242,,9,5,2010,17.1333954,78.39709787,0.04867560953,,313.955
8113,20th week,Telangana,Medak,Acute Diarrhoeal Disease,10,,12,5,2010,17.9375095,78.21174499,0.001396034577,4.0,314.78400000000005
8114,20th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,37,,17,5,2010,13.1601048,79.15555062,0.00232359264,,310.656
8115,20th week,Karnataka,Hassan,Acute Diarrhoeal Disease,11,,16,5,2010,13.0070817,76.0992703,0.08114409447,,306.536
8116,20th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,102,,14,5,2010,20.0112475,73.7902364,0.003804857854,6.0,319.752
8117,20th week,Tamil Nadu,Tiruchirapalli,Acute Diarrhoeal Disease,29,,14,5,2010,10.8219673,78.6830614,0.03043903458,7.0,310.54
8118,20th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,12,,13,5,2010,12.7948109,79.0006411,0.009212822525,7.0,310.415
8119,20th week,West Bengal,Howrah,Cholera,90,,10,5,2010,22.5736296,88.3251045,0.1501845099,10.0,303.645
8120,20th week,West Bengal,Nadia,Acute Diarrhoeal Disease,39,,15,5,2010,23.48454125,88.55676307,0.04661874175,9.0,306.105
8121,20th week,Rajasthan,Udaipur,Acute Diarrhoeal Disease,22,,28,4,2010,24.578721,73.6862571,0.03234873621,3.0,323.5233334
8122,20th week,Assam,Sonitpur,Malaria,1112,11.0,31,3,2010,26.76777075,92.70140886,2.111464271,9.0,298.53000000000003
8123,20th week,Assam,Karbi Anglong,Malaria,533,,9,3,2010,26.0,93.5,0.190315585,32.0,299.072
8124,20th week,Kerala,Kottayam,Dengue,10,,26,4,2010,9.6287383,76.64553257,0.5871746265,34.0,303.7
8125,20th week,Maharashtra,Akola,Acute Diarrhoeal Disease,28,1.0,30,4,2010,20.76181225,77.19211567,0.001634605437,,327.728
8126,20th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,13,,14,5,2010,9.9696643,77.47420049,0.0372602183,6.0,314.695
8127,20th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,14,,5,5,2010,11.0600516,77.0679581,0.2914340506,8.0,309.84000000000003
8128,20th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,66,,15,4,2010,26.4733048,88.67886686,0.110891772,,297.052
8129,21st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,42,,19,5,2010,14.4752936,78.8216861,0.02307777675,6.0,316.3933334
8130,21st week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,44,,19,5,2010,13.1601048,79.15555062,0.03387587434,11.0,309.925
8131,21st week,Assam,Nalbari,Acute Diarrhoeal Disease,62,,17,5,2010,26.42386165,91.45122755,3.178165065,,296.2966666
8132,21st week,Himachal Pradesh,Shimla,Acute Diarrhoeal Disease,64,,18,5,2010,31.1041526,77.1709729,0.02221137909,17.0,308.30400000000003
8133,21st week,Haryana,Gurgaon,Acute Diarrhoeal Disease,230,1.0,19,5,2010,28.42826235,77.00270015,0.005179284233,3.0,319.1
8134,21st week,Haryana,Jind,Acute Diarrhoeal Disease,610,,24,5,2010,29.30182625,76.33847077,0.01700769048,,320.14
8135,21st week,Karnataka,Chamarajnagar,Chikungunya,18,,20,5,2010,14.3683154,76.6538415,0.1732381209,7.0,308.5333334
8136,21st week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,25,,20,5,2010,13.6102243,77.5127721,0.3470122497,8.0,306.165
8137,21st week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,14,,21,5,2010,11.9415377,79.4861469,0.0880913051,9.0,310.5
8138,21st week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,14,,22,5,2010,22.3599134,87.41331448,0.06088922759,5.0,304.69
8139,21st week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,18,,15,5,2010,22.3599134,87.41331448,0.04054183471,11.0,306.085
8140,21st week,Assam,Dhemaji,Malaria,257,,10,5,2010,27.4668315,94.51786509,1.05596465,8.0,296.57
8141,21st week,Assam,Dibrugarh,Acute Encephalitis Syndrome,3,2.0,5,5,2010,27.4844597,94.9019447,0.3571805146,8.0,300.54
8142,21st week,Arunachal Pradesh,Lower Dibang Valley,Acute Diarrhoeal Disease,65,,5,5,2010,28.21495625,95.87877404,0.3806328982,14.0,288.63
8143,21st week,Kerala,Kottayam,Dengue,8,,3,5,2010,9.6287383,76.64553257,0.5751514704,32.0,306.156
8144,21st week,Kerala,Idukki,Dengue,10,,14,5,2010,9.8497872,76.9797914,0.7124163658,36.0,300.36
8145,21st week,Kerala,Mallapuram,Acute Diarrhoeal Disease,28,,13,5,2010,10.82220375,76.46703714,0.9784548929,20.0,302.90000000000003
8146,21st week,Madhya Pradesh,Ujjain,Acute Diarrhoeal Disease,26,,11,5,2010,23.1885131,75.7716562,0.001316356345,3.0,322.64
8147,21st week,Rajasthan,Tonk,Acute Diarrhoeal Disease,100,,11,5,2010,26.12214725,75.66375374,0.002274422779,2.0,315.656
8148,21st week,Rajasthan,Udaipur,Acute Diarrhoeal Disease,46,,12,5,2010,24.578721,73.6862571,0.003692868597,3.0,322.9233334
8149,21st week,Kerala,Kottayam,Dengue,16,,26,4,2010,9.6287383,76.64553257,0.5871746265,34.0,303.7
8150,21st week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,25,,20,5,2010,11.2287716,78.81825555,0.09829214322,9.0,313.14
8151,21st week,West Bengal,Howrah,Cholera,90,3.0,10,5,2010,22.5736296,88.3251045,0.1501845099,10.0,303.645
8152,22nd week,Assam,Golaghat,Malaria,140,5.0,30,5,2010,26.40490095,94.03209112,1.471170596,22.0,298.98
8153,22nd week,Assam,Sonitpur,Cholera,81,,27,5,2010,26.76777075,92.70140886,1.000541555,10.0,298.98
8154,22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,58,,27,5,2010,20.952407,72.9323831,0.001981435482,5.0,308.31333340000003
8155,22nd week,Karnataka,Chikmagalur,Malaria,76,,26,5,2010,13.318014,75.7738743,0.06944070316,29.0,302.9533334
8156,22nd week,Kerala,Kannur,Chikungunya,23,,25,5,2010,11.8763836,75.3737973,,,301.3933334
8157,22nd week,Tamil Nadu,Ramanathapuram,Acute Diarrhoeal Disease,38,,28,5,2010,9.3895523,78.85907072,,5.0,308.265
8158,22nd week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,21,,26,5,2010,9.9696643,77.47420049,0.08107195809,6.0,313.99
8159,22nd week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,34,2.0,25,5,2010,29.29478295,79.41548094,0.05917055359,,306.44
8160,22nd week,Uttar Pradesh,Banda,Acute Diarrhoeal Disease,19,,31,5,2010,25.6240669,80.44804739,0.0002656154313,3.0,308.865
8161,22nd week,West Bengal,Nadia,Acute Diarrhoeal Disease,51,,2,6,2010,23.48454125,88.55676307,0.696739917,,299.58
8162,22nd week,Rajasthan,Jhunjhunu,Acute Diarrhoeal Disease,110,,18,5,2010,28.1287995,75.3992581,0.003708860091,2.0,318.65000000000003
8163,22nd week,Rajasthan,Sikar,Acute Diarrhoeal Disease,232,,20,5,2010,27.662826,75.02792629,0.0008460750274,3.0,318.30666659999997
8164,22nd week,Rajasthan,Sirohi,Acute Diarrhoeal Disease,64,,13,5,2010,24.8114047,72.83002573,3.27e-05,3.0,321.1
8165,22nd week,Rajasthan,Alwar,Acute Diarrhoeal Disease,25,,21,5,2010,27.5,76.5,4.88e-05,3.0,319.28000000000003
8166,22nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,9,1.0,21,5,2010,25.4381302,81.8338005,0.009275116486,4.0,312.2366666
8167,22nd week,Assam,Dibrugarh,Acute Encephalitis Syndrome,4,,10,5,2010,27.4844597,94.9019447,1.05596465,8.0,296.57
8168,22nd week,Assam,Karbi Anglong,Malaria,677,,24,5,2010,26.0,93.5,1.002229445,,302.1
8169,22nd week,Haryana,Jind,Acute Diarrhoeal Disease,784,2.0,24,5,2010,29.30182625,76.33847077,0.01700769048,,320.14
8170,22nd week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,18,,22,5,2010,22.3599134,87.41331448,0.06088922759,5.0,304.69
8171,23rd week,Telangana,Medak,Acute Diarrhoeal Disease,10,,6,6,2010,17.9375095,78.21174499,0.01181214154,4.0,316.372
8172,23rd week,Telangana,Medak,Acute Diarrhoeal Disease,128,,30,5,2010,17.9375095,78.21174499,3.9e-05,4.0,315.9066666
8173,23rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,22,,9,6,2010,15.8309251,78.0425373,0.04048025423,,314.225
8174,23rd week,Assam,Chirang,Malaria,20,2.0,4,6,2010,26.6464231,90.62415699,2.040310236,2.0,294.52
8175,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,4,1.0,6,6,2010,27.4844597,94.9019447,1.901711645,2.0,289.49
8176,23rd week,Assam,Golaghat,Acute Diarrhoeal Disease,27,,9,6,2010,26.40490095,94.03209112,2.895928809,,298.16
8177,23rd week,Assam,Tinsukia,Acute Diarrhoeal Disease,11,,7,6,2010,27.52016575,95.53063473,1.511458932,3.0,
8178,23rd week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,16,,3,6,2010,23.06016515,72.58063822,0.04410776889,4.0,316.928
8179,23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,29,1.0,1,6,2010,22.75,72.833333,0.001166551034,,317.392
8180,23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,10,,9,6,2010,22.75,72.833333,0.1240765546,,312.875
8181,23rd week,Gujarat,Surat,Acute Diarrhoeal Disease,15,,4,6,2010,21.19177615,72.95441578,0.06013076757,8.0,310.876
8182,23rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,62,,6,6,2010,15.2485413,76.8323648,0.0454535452,4.0,311.5933334
8183,23rd week,Karnataka,Bidar,Acute Diarrhoeal Disease,45,,9,6,2010,18.083333,77.333333,0.0241116297,,318.66400000000004
8184,23rd week,Karnataka,Chitradurga,Malaria,16,,7,6,2010,14.2266443,76.4005122,0.06987823442,8.0,307.39
8185,23rd week,Karnataka,Hassan,Acute Diarrhoeal Disease,83,,12,6,2010,13.0070817,76.0992703,0.5399800777,4.0,303.66
8186,23rd week,Karnataka,Mysore,Cholera,17,,6,6,2010,12.3051828,76.6553609,0.5189039267,11.0,303.3766666
8187,23rd week,Maharashtra,Nashik,Acute Diarrhoeal Disease,126,,5,6,2010,20.0112475,73.7902364,0.1286181564,6.0,312.7833334
8188,23rd week,Odisha,Ganjam,Malaria,102,,3,6,2010,19.4129711,85.04710406,,5.0,301.345
8189,24th week,Telangana,Adilabad,Acute Diarrhoeal Disease,67,,5,6,2010,19.5,78.5,0.008853658437,3.0,321.2233334
8190,24th week,Telangana,Warangal,Acute Diarrhoeal Disease,50,,6,6,2010,17.9820644,79.5970954,0.02102580763,3.0,318.12
8191,24th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,39,,6,6,2010,14.4752936,78.8216861,0.09689869443,6.0,313.3533334
8192,24th week,Andhra Pradesh,Anantapur,Malaria,68,,9,6,2010,14.6546235,77.55625984,0.2540483378,,311.175
8193,24th week,Assam,Barpeta,Acute Diarrhoeal Disease,104,,12,6,2010,26.34142215,91.01674328,2.236576342,11.0,293.17
8194,24th week,Kerala,Pathanamthitta,Dengue,7,,5,6,2010,9.2780841,76.9737443,0.5190299173,26.0,305.88
8195,24th week,Odisha,Cuttack,Acute Diarrhoeal Disease,70,,11,6,2010,20.4686,85.8792,0.0274700454,11.0,310.1
8196,24th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,11,1.0,11,6,2010,12.7948109,79.0006411,0.2716898918,11.0,301.04
8197,24th week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,36,,13,6,2010,9.5208936,77.8784564,0.2630083229,3.0,316.32
8198,24th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,74,28.0,2,6,2010,26.1486581,85.34001282,0.3982292379,,303.745
8199,24th week,Karnataka,Ballari,Acute Diarrhoeal Disease,41,1.0,31,5,2010,15.2485413,76.8323648,0.0002340342828,4.0,311.108
8200,24th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,35,1.0,4,6,2010,14.3683154,76.6538415,0.09476088853,8.0,308.616
8201,24th week,Karnataka,Chitradurga,Cholera,12,,27,5,2010,14.2266443,76.4005122,0.05203921583,8.0,303.505
8202,24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,28,,6,6,2010,13.1367201,78.1337246,0.4200000067,10.0,304.34000000000003
8203,24th week,Karnataka,Tumkur,Cholera,6,1.0,4,6,2010,13.3400771,77.1006208,0.1902162296,10.0,305.388
8204,24th week,Karnataka,Uttara Kannada,Dengue,40,,24,5,2010,14.72447415,74.64223734,0.1287411941,,303.92
8205,24th week,Maharashtra,Akola,Acute Diarrhoeal Disease,15,,3,6,2010,20.76181225,77.19211567,0.001652636657,2.0,320.896
8206,24th week,Uttar Pradesh,Hardoi,Acute Diarrhoeal Disease,22,,28,5,2010,27.33857665,80.09752646,0.004001136077,5.0,311.7133334
8207,24th week,Kerala,Kannur,Chikungunya,80,,25,5,2010,11.8763836,75.3737973,,,301.3933334
8208,24th week,Kerala,Kottayam,Dengue,66,1.0,9,4,2010,9.6287383,76.64553257,0.6537017864,32.0,304.4866666
8209,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,18,,14,6,2010,13.1601048,79.15555062,0.6040092342,11.0,
8210,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,7,3.0,18,6,2010,13.1601048,79.15555062,0.2182012816,,304.84000000000003
8211,25th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,115,,15,6,2010,14.4752936,78.8216861,0.9718766726,7.0,
8212,25th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,38,,17,6,2010,14.4752936,78.8216861,0.9678074131,,309.38
8213,25th week,Telangana,Khammam,Acute Diarrhoeal Disease,15,,15,6,2010,17.5,80.333333,0.521019932,5.0,
8214,25th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,13,1.0,12,6,2010,24.5,77.5,0.001466656337,2.0,319.68
8215,25th week,Gujarat,Dahod,Cholera,21,1.0,15,6,2010,22.8358542,74.2556782,0.005934464198,2.0,321.36
8216,25th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,176,,15,6,2011,24.0294885,73.0459884,0.01258606819,6.0,313.816
8217,25th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,13,,17,6,2010,23.2232877,72.6492267,0.0478492888,,315.74666659999997
8218,25th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,76,,22,6,2010,22.75,71.666667,0.007075568913,2.0,312.744
8219,25th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,30,,16,6,2010,10.73618605,79.63318659,0.2055041526,7.0,
8220,25th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,10,,13,6,2010,12.22721295,79.07015555,0.5326681065,7.0,
8221,25th week,Tamil Nadu,Villupuram  Kallakurichi,Acute Diarrhoeal Disease,24,,15,6,2010,11.629177,78.8599569,0.3314093963,7.0,
8222,25th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,36,,17,6,2010,8.7284271,77.7112925,0.7543232993,,
8223,25th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,25,,18,6,2010,9.9696643,77.47420049,0.5856858554,,
8224,25th week,Uttarakhand,Chamoli,Acute Diarrhoeal Disease,32,,14,6,2010,30.5,79.5,0.2640573566,11.0,284.8766666
8225,25th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5,3.0,4,6,2010,27.4668315,94.51786509,1.370331055,2.0,300.06
8226,25th week,Madhya Pradesh,Ashoknagar,Acute Diarrhoeal Disease,19,,6,6,2010,24.576189,77.7302895,0.03357821764,2.0,318.3333334
